cupsid,valuation,shares,filedFor,cik,ticker
02581610,"131,691","1,952,142",2013-03-31,922812.0,AXP
02581610,"1,162,025","17,225,400",2013-03-31,922812.0,AXP
02581610,"56,655","839,832",2013-03-31,922812.0,AXP
02581610,"131,082","1,943,100",2013-03-31,922812.0,AXP
02581610,"539,318","7,994,634",2013-03-31,922812.0,AXP
02581610,"8,112,462","120,255,879",2013-03-31,922812.0,AXP
02581610,"94,425","1,399,713",2013-03-31,922812.0,AXP
06405810,"225,076","8,041,300",2013-03-31,1390777.0,BK
06405810,"50,212","1,793,915",2013-03-31,1390777.0,BK
06405810,"241,027","8,611,200",2013-03-31,1390777.0,BK
06405810,"13,791","492,700",2013-03-31,1390777.0,BK
16725010,"299,161","4,817,400",2013-03-31,1027884.0,
16725010,"105,024","1,691,200",2013-03-31,1027884.0,
19121610,"32,352","800,000",2013-03-31,21344.0,KO
19121610,"3,246,653","80,283,200",2013-03-31,21344.0,KO
19121610,"73,763","1,824,000",2013-03-31,21344.0,KO
19121610,"582,789","14,411,200",2013-03-31,21344.0,KO
19121610,"739,178","18,278,400",2013-03-31,21344.0,KO
19121610,"11,318,800","279,891,200",2013-03-31,21344.0,KO
19121610,"143,643","3,552,000",2013-03-31,21344.0,KO
19121610,"38,822","960,000",2013-03-31,21344.0,KO
20825C10,"61,000","1,014,974",2013-03-31,78214.0,COP
20825C10,"120,158","1,999,300",2013-03-31,78214.0,COP
20825C10,"1,268,689","21,109,637",2013-03-31,78214.0,COP
22160K10,"459,813","4,333,363",2013-03-31,1393231.0,COST
23918K10,"1,064,216","8,973,906",2013-03-31,927066.0,TRL
23918K10,"711,540","6,000,000",2013-03-31,927066.0,TRL
24419910,"143,268","1,666,300",2013-03-31,315189.0,DE
24419910,"198,826","2,312,467",2013-03-31,315189.0,DE
25490A30,"807,868","14,275,800",2013-03-31,1465112.0,
02581610,"112,209","1,952,142",2012-12-31,922812.0,AXP
02581610,"990,116","17,225,400",2012-12-31,922812.0,AXP
02581610,"48,274","839,832",2012-12-31,922812.0,AXP
02581610,"111,689","1,943,100",2012-12-31,922812.0,AXP
02581610,"459,532","7,994,634",2012-12-31,922812.0,AXP
02581610,"6,912,308","120,255,879",2012-12-31,922812.0,AXP
02581610,"80,456","1,399,713",2012-12-31,922812.0,AXP
03948310,"163,151","5,956,600",2012-12-31,315032.0,ADM
06405810,"206,661","8,041,300",2012-12-31,1390777.0,BK
06405810,"46,104","1,793,915",2012-12-31,1390777.0,BK
06405810,"251,827","9,798,700",2012-12-31,1390777.0,BK
19121610,"29,000","800,000",2012-12-31,21344.0,KO
19121610,"2,910,266","80,283,200",2012-12-31,21344.0,KO
19121610,"66,120","1,824,000",2012-12-31,21344.0,KO
19121610,"522,406","14,411,200",2012-12-31,21344.0,KO
19121610,"662,592","18,278,400",2012-12-31,21344.0,KO
19121610,"10,146,056","279,891,200",2012-12-31,21344.0,KO
19121610,"128,760","3,552,000",2012-12-31,21344.0,KO
19121610,"34,800","960,000",2012-12-31,21344.0,KO
20825C10,"58,858","1,014,974",2012-12-31,78214.0,COP
20825C10,"115,939","1,999,300",2012-12-31,78214.0,COP
20825C10,"1,224,148","21,109,637",2012-12-31,78214.0,COP
22160K10,"427,833","4,333,363",2012-12-31,1393231.0,COST
23918K10,"840,905","7,607,935",2012-12-31,927066.0,TRL
23918K10,"663,180","6,000,000",2012-12-31,927066.0,TRL
24419910,"144,002","1,666,300",2012-12-31,315189.0,DE
24419910,"199,843","2,312,467",2012-12-31,315189.0,DE
25490A30,"553,661","11,037,900",2012-12-31,1465112.0,
25490A30,"1,153,660","22,999,600",2012-12-31,1465112.0,
36473010,"31,342","1,740,231",2012-12-31,39899.0,
36955010,"268,568","3,877,122",2012-12-31,750556.0,GD
02581610,"110,999","1,952,142",2012-09-30,922812.0,AXP
02581610,"979,436","17,225,400",2012-09-30,922812.0,AXP
02581610,"47,753","839,832",2012-09-30,922812.0,AXP
02581610,"110,485","1,943,100",2012-09-30,922812.0,AXP
02581610,"454,575","7,994,634",2012-09-30,922812.0,AXP
02581610,"6,837,749","120,255,879",2012-09-30,922812.0,AXP
02581610,"79,588","1,399,713",2012-09-30,922812.0,AXP
06405810,"181,894","8,041,300",2012-09-30,1390777.0,BK
06405810,"40,578","1,793,915",2012-09-30,1390777.0,BK
06405810,"221,647","9,798,700",2012-09-30,1390777.0,BK
19121610,"30,344","800,000",2012-09-30,21344.0,KO
19121610,"3,045,142","80,283,200",2012-09-30,21344.0,KO
19121610,"69,184","1,824,000",2012-09-30,21344.0,KO
19121610,"546,617","14,411,200",2012-09-30,21344.0,KO
19121610,"693,300","18,278,400",2012-09-30,21344.0,KO
19121610,"10,616,273","279,891,200",2012-09-30,21344.0,KO
19121610,"134,727","3,552,000",2012-09-30,21344.0,KO
19121610,"36,413","960,000",2012-09-30,21344.0,KO
20825C10,"58,036","1,014,974",2012-09-30,78214.0,COP
20825C10,"114,320","1,999,300",2012-09-30,78214.0,COP
20825C10,"1,207,049","21,109,637",2012-09-30,78214.0,COP
22160K10,"434,030","4,333,363",2012-09-30,1393231.0,COST
23918K10,"434,910","4,197,569",2012-09-30,927066.0,TRL
23918K10,"621,660","6,000,000",2012-09-30,927066.0,TRL
24419910,"137,420","1,666,300",2012-09-30,315189.0,DE
24419910,"190,709","2,312,467",2012-09-30,315189.0,DE
25490A30,"343,797","6,556,000",2012-09-30,1465112.0,
25490A30,"1,206,099","22,999,600",2012-09-30,1465112.0,
36473010,"30,889","1,740,231",2012-09-30,39899.0,
36955010,"256,355","3,877,122",2012-09-30,750556.0,GD
02581610,"113,634","1,952,142",2012-06-30,922812.0,AXP
02581610,"1,002,691","17,225,400",2012-06-30,922812.0,AXP
02581610,"48,887","839,832",2012-06-30,922812.0,AXP
02581610,"113,108","1,943,100",2012-06-30,922812.0,AXP
02581610,"465,368","7,994,634",2012-06-30,922812.0,AXP
02581610,"7,000,095","120,255,879",2012-06-30,922812.0,AXP
02581610,"81,477","1,399,713",2012-06-30,922812.0,AXP
06405810,"176,507","8,041,300",2012-06-30,1390777.0,BK
06405810,"39,376","1,793,915",2012-06-30,1390777.0,BK
06405810,"195,010","8,884,300",2012-06-30,1390777.0,BK
12665010,"247,759","5,301,916",2012-06-30,64803.0,CVS
19121610,"31,276","400,000",2012-06-30,21344.0,KO
19121610,"3,138,672","40,141,600",2012-06-30,21344.0,KO
19121610,"71,309","912,000",2012-06-30,21344.0,KO
19121610,"563,406","7,205,600",2012-06-30,21344.0,KO
19121610,"714,594","9,139,200",2012-06-30,21344.0,KO
19121610,"10,942,346","139,945,600",2012-06-30,21344.0,KO
19121610,"138,865","1,776,000",2012-06-30,21344.0,KO
19121610,"37,531","480,000",2012-06-30,21344.0,KO
20825C10,"321,852","5,759,700",2012-06-30,78214.0,COP
20825C10,"111,721","1,999,300",2012-06-30,78214.0,COP
20825C10,"1,179,607","21,109,637",2012-06-30,78214.0,COP
22160K10,"411,669","4,333,363",2012-06-30,1393231.0,COST
23918K10,"324,093","3,300,000",2012-06-30,927066.0,TRL
23918K10,"589,260","6,000,000",2012-06-30,927066.0,TRL
25490A10,"264,658","5,421,100",2012-06-30,1465112.0,
25490A10,"1,122,840","22,999,600",2012-06-30,1465112.0,
25667710,"180,623","3,320,885",2012-06-30,29534.0,DG
36473010,"25,634","1,740,231",2012-06-30,39899.0,
36955010,"255,735","3,877,122",2012-06-30,750556.0,GD
52376810,"2,119","1,655,125 S",2012-03-31,58361.0,LEE
02581610,"112,951","1,952,142",2012-03-31,922812.0,AXP
02581610,"996,662","17,225,400",2012-03-31,922812.0,AXP
02581610,"48,593","839,832",2012-03-31,922812.0,AXP
02581610,"112,428","1,943,100",2012-03-31,922812.0,AXP
02581610,"462,570","7,994,634",2012-03-31,922812.0,AXP
02581610,"6,958,005","120,255,879",2012-03-31,922812.0,AXP
02581610,"80,987","1,399,713",2012-03-31,922812.0,AXP
06405810,"43,287","1,793,915",2012-03-31,1390777.0,BK
06405810,"92,021","3,813,551",2012-03-31,1390777.0,BK
12665010,"318,371","7,106,500",2012-03-31,64803.0,CVS
19121610,"29,604","400,000",2012-03-31,21344.0,KO
19121610,"2,970,880","40,141,600",2012-03-31,21344.0,KO
19121610,"67,497","912,000",2012-03-31,21344.0,KO
19121610,"533,286","7,205,600",2012-03-31,21344.0,KO
19121610,"676,392","9,139,200",2012-03-31,21344.0,KO
19121610,"10,357,374","139,945,600",2012-03-31,21344.0,KO
19121610,"131,442","1,776,000",2012-03-31,21344.0,KO
19121610,"35,525","480,000",2012-03-31,21344.0,KO
20825C10,"455,452","5,992,000",2012-03-31,78214.0,COP
20825C10,"151,967","1,999,300",2012-03-31,78214.0,COP
20825C10,"1,604,544","21,109,637",2012-03-31,78214.0,COP
22160K10,"393,469","4,333,363",2012-03-31,1393231.0,COST
23918K10,"541,020","6,000,000",2012-03-31,927066.0,TRL
25490A10,"1,134,800","22,999,600",2012-03-31,1465112.0,
25667710,"168,037","3,637,164",2012-03-31,29534.0,DG
36473010,"26,678","1,740,231",2012-03-31,39899.0,
36955010,"284,503","3,877,122",2012-03-31,750556.0,GD
36960410,"156,102","7,777,900",2012-03-31,40545.0,GE
37045100,"256,500","10,000,000",2012-03-31,,
37733W10,"67,837","1,510,500",2012-03-31,,
45814010,"217,751","7,745,000",2012-03-31,50863,INTC
45920010,"13,436,163","64,395,700",2012-03-31,851397,IBM
47816010,"285,112","4,322,500",2012-03-31,200406,JNJ
47816010,"130,248","1,974,648",2012-03-31,200406,JNJ
47816010,"919,274","13,936,841",2012-03-31,200406,JNJ
47816010,"266,588","4,041,657",2012-03-31,200406,JNJ
47816010,"140,627","2,132,000",2012-03-31,200406,JNJ
47816010,"134,260","2,035,481",2012-03-31,200406,JNJ
47816010,"37,927","575,000",2012-03-31,200406,JNJ
50075N10,"304,080","8,000,000",2012-03-31,1103982,
50075N10,"665,763","17,515,481",2012-03-31,1103982,
50075N10,"380,100","10,000,000",2012-03-31,1103982,
50075N10,"1,615,489","42,501,684",2012-03-31,1103982,
53032210,"264,450","3,000,000",2012-03-31,1507934,
55261F10,"47,436","546,000",2012-03-31,36270,MTB
55261F10,"14,317","164,795",2012-03-31,36270,MTB
55261F10,"405,838","4,671,245",2012-03-31,36270,MTB
57636Q10,"170,319","405,000",2012-03-31,1141391,MA
61536910,"661,787","15,719,400",2012-03-31,1059556,DUT
61536910,"534,495","12,695,850",2012-03-31,1059556,DUT
74271810,"294,044","4,375,000",2012-03-31,80424,PG
74271810,"1,363,019","20,280,000",2012-03-31,80424,PG
74271810,"104,848","1,560,000",2012-03-31,80424,PG
74271810,"419,390","6,240,000",2012-03-31,80424,PG
74271810,"419,390","6,240,000",2012-03-31,80424,PG
74271810,"2,270,296","33,779,136",2012-03-31,80424,PG
74271810,"52,424","780,000",2012-03-31,80424,PG
80105N10,"18,929","488,500",2012-03-31,1121404,SNY
80105N10,"19,753","509,742",2012-03-31,1121404,SNY
80105N10,"6,560","169,300",2012-03-31,1121404,SNY
80105N10,"112,225","2,896,133",2012-03-31,1121404,SNY
89102710,"5,799","116,326",2012-03-31,320335,GL
89102710,"33,628","674,592",2012-03-31,320335,GL
89102710,"47,834","959,550",2012-03-31,320335,GL
89102710,"123,895","2,485,350",2012-03-31,320335,GL
90297330,"265,003","8,365,000",2012-03-31,36104,USB
90297330,"738,375","23,307,300",2012-03-31,36104,USB
90297330,"401,680","12,679,300",2012-03-31,36104,USB
90297330,"68,872","2,174,000",2012-03-31,36104,USB
90297330,"657,953","20,768,726",2012-03-31,36104,USB
90297330,"55,282","1,745,000",2012-03-31,36104,USB
90329340,"293,642","17,072,192",2012-03-31,757011,
91131210,"115,365","1,429,200",2012-03-31,809697,UPS
92345Y10,"104,750","2,230,148",2012-03-31,1442145,VRSK
92553P20,"75,541","1,591,670",2012-03-31,1339947,VIAB
92826C83,"338,071","2,865,008",2012-03-31,1403161,V
93114210,"17,748","290,000",2012-03-31,104169,WMT
93114210,"10,404","170,000",2012-03-31,104169,WMT
93114210,"1,805","29,500",2012-03-31,104169,WMT
93114210,"257,040","4,200,000",2012-03-31,104169,WMT
93114210,"15,606","255,000",2012-03-31,104169,WMT
93114210,"15,667","256,000",2012-03-31,104169,WMT
93114210,"57,895","946,000",2012-03-31,104169,WMT
93114210,"109,487","1,789,000",2012-03-31,104169,WMT
93114210,"51,959","849,000",2012-03-31,104169,WMT
93114210,"2,289,654","37,412,642",2012-03-31,104169,WMT
93114210,"31,273","511,000",2012-03-31,104169,WMT
93964010,"55,405","148,311",2012-03-31,104889,
93964010,"242,135","648,165",2012-03-31,104889,
93964010,"334,085","894,304",2012-03-31,104889,
93964010,"13,816","36,985",2012-03-31,104889,
94974610,"355,056","10,400,000",2012-03-31,105598,WFC
94974610,"546,240","16,000,000",2012-03-31,105598,WFC
94974610,"179,235","5,250,000",2012-03-31,105598,WFC
94974610,"232,591","6,812,857",2012-03-31,105598,WFC
94974610,"2,251,994","65,963,496",2012-03-31,105598,WFC
94974610,"27,995","820,000",2012-03-31,105598,WFC
94974610,"58,038","1,700,000",2012-03-31,105598,WFC
94974610,"1,134,923","33,243,200",2012-03-31,105598,WFC
94974610,"327,362","9,588,800",2012-03-31,105598,WFC
94974610,"1,717,354","50,303,270",2012-03-31,105598,WFC
94974610,"6,413,390","187,855,585",2012-03-31,105598,WFC
94974610,"95,182","2,788,000",2012-03-31,105598,WFC
94974610,"54,956","1,609,720",2012-03-31,105598,WFC
94974610,"68,280","2,000,000",2012-03-31,105598,WFC
G4779110,"26,299","636,000",2012-03-31,1466258,
G4779110,"75,300,250",,2012-03-31,1466258,
02581610,"812,522","17,225,400",2011-12-31,922812,AXP
02581610,"377,107","7,994,634",2011-12-31,922812,AXP
02581610,"5,672,470","120,255,879",2011-12-31,922812,AXP
02581610,"91,656","1,943,100",2011-12-31,922812,AXP
02581610,"66,024","1,399,713",2011-12-31,922812,AXP
02581610,"39,615","839,832",2011-12-31,922812,AXP
02581610,"92,082","1,952,142",2011-12-31,922812,AXP
06405810,"35,717","1,793,915",2011-12-31,1390777,BK
12665010,"289,803","7,106,500",2011-12-31,64803,CVS
19121610,"27,988","400,000",2011-12-31,21344,KO
19121610,"124,267","1,776,000",2011-12-31,21344,KO
19121610,"504,176","7,205,600",2011-12-31,21344,KO
19121610,"2,808,708","40,141,600",2011-12-31,21344,KO
19121610,"9,791,994","139,945,600",2011-12-31,21344,KO
19121610,"639,470","9,139,200",2011-12-31,21344,KO
19121610,"33,586","480,000",2011-12-31,21344,KO
19121610,"63,813","912,000",2011-12-31,21344,KO
20033410,"7,187","1,218,199",2011-12-31,1179484,
20033410,"1,787","302,963",2011-12-31,1179484,
20033410,101,"17,215",2011-12-31,1179484,
20825C10,"1,538,259","21,109,637",2011-12-31,78214,COP
20825C10,"145,689","1,999,300",2011-12-31,78214,COP
20825C10,"436,637","5,992,000",2011-12-31,78214,COP
22160K10,"361,056","4,333,363",2011-12-31,1393231,COST
23918K10,"203,512","2,684,500",2011-12-31,927066,TRL
25490A10,"870,098","20,348,400",2011-12-31,1465112,
25667710,"185,017","4,497,247",2011-12-31,29534,DG
36473010,"23,267","1,740,231",2011-12-31,39899,
36955010,"257,480","3,877,122",2011-12-31,750556,GD
36960410,"139,302","7,777,900",2011-12-31,40545,GE
37733W10,"68,924","1,510,500",2011-12-31,,
G4776G10,"19,379","636,600",2011-12-31,50485,
45814010,"278,754","11,495,000",2011-12-31,50863,INTC
45920010,"11,751,023","63,905,931",2011-12-31,851397,IBM
47816010,"283,470","4,322,500",2011-12-31,200406,JNJ
47816010,"129,497","1,974,648",2011-12-31,200406,JNJ
47816010,"90,814","1,384,781",2011-12-31,200406,JNJ
47816010,"913,978","13,936,841",2011-12-31,200406,JNJ
47816010,"139,817","2,132,000",2011-12-31,200406,JNJ
47816010,"37,708","575,000",2011-12-31,200406,JNJ
47816010,"307,725","4,692,357",2011-12-31,200406,JNJ
50075N10,"1,872,258","50,113,984",2011-12-31,1103982,
50075N10,"697,172","18,660,929",2011-12-31,1103982,
50075N10,"373,600","10,000,000",2011-12-31,1103982,
50075N10,"9,706","259,800",2011-12-31,1103982,
50075N10,"298,880","8,000,000",2011-12-31,1103982,
53032210,"132,794","1,701,400",2011-12-31,1507934,
55261F10,"356,603","4,671,245",2011-12-31,36270,MTB
55261F10,"41,682","546,000",2011-12-31,36270,MTB
55261F10,"12,580","164,795",2011-12-31,36270,MTB
57636Q10,"150,992","405,000",2011-12-31,1141391,MA
61536910,"427,596","12,695,850",2011-12-31,1059556,DUT
61536910,"529,429","15,719,400",2011-12-31,1059556,DUT
74271810,"2,487,685","37,291,036",2011-12-31,80424,PG
74271810,"1,352,879","20,280,000",2011-12-31,80424,PG
74271810,"416,270","6,240,000",2011-12-31,80424,PG
74271810,"416,270","6,240,000",2011-12-31,80424,PG
74271810,"52,034","780,000",2011-12-31,80424,PG
74271810,"104,068","1,560,000",2011-12-31,80424,PG
74271810,"291,856","4,375,000",2011-12-31,80424,PG
80105N10,"17,850","488,500",2011-12-31,1121404,SNY
80105N10,"105,825","2,896,133",2011-12-31,1121404,SNY
80105N10,"6,186","169,300",2011-12-31,1121404,SNY
80105N10,"18,626","509,742",2011-12-31,1121404,SNY
89102710,"5,047","116,326",2011-12-31,320335,GL
89102710,"29,270","674,592",2011-12-31,320335,GL
89102710,"107,839","2,485,350",2011-12-31,320335,GL
89102710,"41,635","959,550",2011-12-31,320335,GL
90297330,"630,462","23,307,300",2011-12-31,36104,USB
90297330,"561,797","20,768,826",2011-12-31,36104,USB
90297330,"226,273","8,365,000",2011-12-31,36104,USB
90297330,"58,807","2,174,000",2011-12-31,36104,USB
90297330,"47,202","1,745,000",2011-12-31,36104,USB
90297330,"342,975","12,679,300",2011-12-31,36104,USB
90329340,"173,453","17,072,192",2011-12-31,757011,
91131210,"104,603","1,429,200",2011-12-31,809697,UPS
92345Y10,"138,249","3,445,029",2011-12-31,1442145,VRSK
92826C83,"290,884","2,865,008",2011-12-31,1403161,V
93114210,"2,025,335","33,891,142",2011-12-31,104169,WMT
93114210,"250,992","4,200,000",2011-12-31,104169,WMT
93114210,"56,533","946,000",2011-12-31,104169,WMT
93964010,"336,983","894,304",2011-12-31,104889,
93964010,"55,885","148,311",2011-12-31,104889,
93964010,"244,235","648,165",2011-12-31,104889,
93964010,"13,936","36,985",2011-12-31,104889,
94974610,"1,817,954","65,963,496",2011-12-31,105598,WFC
94974610,"38,584","1,400,000",2011-12-31,105598,WFC
94974610,"1,283,215","46,560,770",2011-12-31,105598,WFC
94974610,"76,837","2,788,000",2011-12-31,105598,WFC
94974610,"27,560","1,000,000",2011-12-31,105598,WFC
94974610,"5,177,300","187,855,585",2011-12-31,105598,WFC
94974610,"44,364","1,609,720",2011-12-31,105598,WFC
94974610,"46,852","1,700,000",2011-12-31,105598,WFC
94974610,"22,599","820,000",2011-12-31,105598,WFC
94974610,"916,183","33,243,200",2011-12-31,105598,WFC
94974610,"440,960","16,000,000",2011-12-31,105598,WFC
94974610,"220,480","8,000,000",2011-12-31,105598,WFC
94974610,"74,412","2,700,000",2011-12-31,105598,WFC
94974610,"55,120","2,000,000",2011-12-31,105598,WFC
94974610,"144,690","5,250,000",2011-12-31,105598,WFC
94974610,"187,762","6,812,857",2011-12-31,105598,WFC
02581610,"773,420","17,225,400",2011-09-30,922812,AXP
02581610,"358,959","7,994,634",2011-09-30,922812,AXP
02581610,"5,399,489","120,255,879",2011-09-30,922812,AXP
02581610,"87,245","1,943,100",2011-09-30,922812,AXP
02581610,"62,847","1,399,713",2011-09-30,922812,AXP
02581610,"37,708","839,832",2011-09-30,922812,AXP
02581610,"87,651","1,952,142",2011-09-30,922812,AXP
06405810,"33,349","1,793,915",2011-09-30,1390777,BK
12665010,"190,153","5,661,000",2011-09-30,64803,CVS
19121610,"27,024","400,000",2011-09-30,21344,KO
19121610,"119,987","1,776,000",2011-09-30,21344,KO
19121610,"486,810","7,205,600",2011-09-30,21344,KO
19121610,"2,711,966","40,141,600",2011-09-30,21344,KO
19121610,"9,454,725","139,945,600",2011-09-30,21344,KO
19121610,"617,444","9,139,200",2011-09-30,21344,KO
19121610,"32,429","480,000",2011-09-30,21344,KO
19121610,"61,615","912,000",2011-09-30,21344,KO
20033410,"7,431","1,218,199",2011-09-30,1179484,
20033410,"1,848","302,963",2011-09-30,1179484,
20033410,105,"17,215",2011-09-30,1179484,
20825C10,"1,336,662","21,109,637",2011-09-30,78214,COP
20825C10,"126,596","1,999,300",2011-09-30,78214,COP
20825C10,"379,413","5,992,000",2011-09-30,78214,COP
22160K10,"355,899","4,333,363",2011-09-30,1393231,COST
25490A10,"179,622","4,249,400",2011-09-30,1465112,
25667710,"169,816","4,497,247",2011-09-30,29534,DG
30231G10,"30,635","421,800",2011-09-30,34088,XOM
36473010,"16,584","1,740,231",2011-09-30,39899,
36955010,"174,335","3,064,422",2011-09-30,750556,GD
36960410,"118,380","7,777,900",2011-09-30,40545,GE
37733W10,"62,369","1,510,500",2011-09-30,,
G4776G10,"17,865","636,600",2011-09-30,50485,
45814010,"199,167","9,333,000",2011-09-30,50863,INTC
45920010,"10,028,617","57,348,984",2011-09-30,851397,IBM
47816010,"275,300","4,322,500",2011-09-30,200406,JNJ
47816010,"125,765","1,974,648",2011-09-30,200406,JNJ
47816010,"625,018","9,813,442",2011-09-30,200406,JNJ
47816010,"887,637","13,936,841",2011-09-30,200406,JNJ
47816010,"135,787","2,132,000",2011-09-30,200406,JNJ
47816010,"36,622","575,000",2011-09-30,200406,JNJ
47816010,"298,856","4,692,357",2011-09-30,200406,JNJ
50075N10,"1,739,625","51,805,384",2011-09-30,1103982,
50075N10,"660,906","19,681,524",2011-09-30,1103982,
50075N10,"335,800","10,000,000",2011-09-30,1103982,
50075N10,"8,724","259,800",2011-09-30,1103982,
50075N10,"268,640","8,000,000",2011-09-30,1103982,
55261F10,"326,520","4,671,245",2011-09-30,36270,MTB
55261F10,"38,165","546,000",2011-09-30,36270,MTB
55261F10,"11,519","164,795",2011-09-30,36270,MTB
57636Q10,"128,450","405,000",2011-09-30,1141391,MA
61536910,"386,589","12,695,850",2011-09-30,1059556,DUT
61536910,"478,656","15,719,400",2011-09-30,1059556,DUT
74271810,"2,356,048","37,291,036",2011-09-30,80424,PG
74271810,"1,281,290","20,280,000",2011-09-30,80424,PG
74271810,"394,243","6,240,000",2011-09-30,80424,PG
74271810,"394,243","6,240,000",2011-09-30,80424,PG
74271810,"49,280","780,000",2011-09-30,80424,PG
74271810,"98,561","1,560,000",2011-09-30,80424,PG
74271810,"276,412","4,375,000",2011-09-30,80424,PG
80105N10,"16,023","488,500",2011-09-30,1121404,SNY
80105N10,"94,993","2,896,133",2011-09-30,1121404,SNY
80105N10,"5,553","169,300",2011-09-30,1121404,SNY
80105N10,"16,720","509,742",2011-09-30,1121404,SNY
89102710,"4,055","116,326",2011-09-30,320335,GL
89102710,"23,516","674,592",2011-09-30,320335,GL
89102710,"86,639","2,485,350",2011-09-30,320335,GL
89102710,"33,450","959,550",2011-09-30,320335,GL
90297330,"548,654","23,307,300",2011-09-30,36104,USB
90297330,"488,898","20,768,826",2011-09-30,36104,USB
90297330,"196,912","8,365,000",2011-09-30,36104,USB
90297330,"51,176","2,174,000",2011-09-30,36104,USB
90297330,"41,077","1,745,000",2011-09-30,36104,USB
90297330,"298,471","12,679,300",2011-09-30,36104,USB
90329340,"114,896","17,072,192",2011-09-30,757011,
91131210,"90,254","1,429,200",2011-09-30,809697,UPS
92345Y10,"73,056","2,101,125",2011-09-30,1442145,VRSK
92826C83,"196,445","2,291,708",2011-09-30,1403161,V
93114210,"1,758,950","33,891,142",2011-09-30,104169,WMT
93114210,"217,980","4,200,000",2011-09-30,104169,WMT
93114210,"49,097","946,000",2011-09-30,104169,WMT
93964010,"292,411","894,304",2011-09-30,104889,
93964010,"48,493","148,311",2011-09-30,104889,
93964010,"211,931","648,165",2011-09-30,104889,
93964010,"12,093","36,985",2011-09-30,104889,
94974610,"1,496,704","62,052,396",2011-09-30,105598,WFC
94974610,"33,768","1,400,000",2011-09-30,105598,WFC
94974610,"1,123,046","46,560,770",2011-09-30,105598,WFC
94974610,"67,247","2,788,000",2011-09-30,105598,WFC
94974610,"24,120","1,000,000",2011-09-30,105598,WFC
94974610,"4,086,721","169,432,865",2011-09-30,105598,WFC
94974610,"38,826","1,609,720",2011-09-30,105598,WFC
94974610,"41,004","1,700,000",2011-09-30,105598,WFC
94974610,"19,778","820,000",2011-09-30,105598,WFC
94974610,"801,826","33,243,200",2011-09-30,105598,WFC
94974610,"385,920","16,000,000",2011-09-30,105598,WFC
94974610,"192,960","8,000,000",2011-09-30,105598,WFC
94974610,"65,124","2,700,000",2011-09-30,105598,WFC
94974610,"48,240","2,000,000",2011-09-30,105598,WFC
94974610,"126,630","5,250,000",2011-09-30,105598,WFC
94974610,"164,326","6,812,857",2011-09-30,105598,WFC
02581610,"773,420","17,225,400",2011-09-30,922812,AXP
02581610,"358,959","7,994,634",2011-09-30,922812,AXP
02581610,"5,399,489","120,255,879",2011-09-30,922812,AXP
02581610,"87,245","1,943,100",2011-09-30,922812,AXP
02581610,"62,847","1,399,713",2011-09-30,922812,AXP
02581610,"37,708","839,832",2011-09-30,922812,AXP
02581610,"87,651","1,952,142",2011-09-30,922812,AXP
06405810,"33,349","1,793,915",2011-09-30,1390777,BK
12665010,"190,153","5,661,000",2011-09-30,64803,CVS
19121610,"27,024","400,000",2011-09-30,21344,KO
19121610,"119,987","1,776,000",2011-09-30,21344,KO
19121610,"486,810","7,205,600",2011-09-30,21344,KO
19121610,"2,711,966","40,141,600",2011-09-30,21344,KO
19121610,"9,454,725","139,945,600",2011-09-30,21344,KO
19121610,"617,444","9,139,200",2011-09-30,21344,KO
19121610,"32,429","480,000",2011-09-30,21344,KO
19121610,"61,615","912,000",2011-09-30,21344,KO
20033410,"7,431","1,218,199",2011-09-30,1179484,
20033410,"1,848","302,963",2011-09-30,1179484,
20033410,105,"17,215",2011-09-30,1179484,
20825C10,"1,336,662","21,109,637",2011-09-30,78214,COP
20825C10,"126,596","1,999,300",2011-09-30,78214,COP
20825C10,"379,413","5,992,000",2011-09-30,78214,COP
22160K10,"355,899","4,333,363",2011-09-30,1393231,COST
25490A10,"179,622","4,249,400",2011-09-30,1465112,
25667710,"169,816","4,497,247",2011-09-30,29534,DG
30231G10,"30,635","421,800",2011-09-30,34088,XOM
36473010,"16,584","1,740,231",2011-09-30,39899,
36955010,"174,335","3,064,422",2011-09-30,750556,GD
36960410,"118,380","7,777,900",2011-09-30,40545,GE
37733W10,"62,369","1,510,500",2011-09-30,,
G4776G10,"17,865","636,600",2011-09-30,50485,
45814010,"199,167","9,333,000",2011-09-30,50863,INTC
45920010,"10,028,617","57,348,984",2011-09-30,851397,IBM
47816010,"275,300","4,322,500",2011-09-30,200406,JNJ
47816010,"125,765","1,974,648",2011-09-30,200406,JNJ
47816010,"625,018","9,813,442",2011-09-30,200406,JNJ
47816010,"887,637","13,936,841",2011-09-30,200406,JNJ
47816010,"135,787","2,132,000",2011-09-30,200406,JNJ
47816010,"36,622","575,000",2011-09-30,200406,JNJ
47816010,"298,856","4,692,357",2011-09-30,200406,JNJ
50075N10,"1,739,625","51,805,384",2011-09-30,1103982,
50075N10,"660,906","19,681,524",2011-09-30,1103982,
50075N10,"335,800","10,000,000",2011-09-30,1103982,
50075N10,"8,724","259,800",2011-09-30,1103982,
50075N10,"268,640","8,000,000",2011-09-30,1103982,
55261F10,"326,520","4,671,245",2011-09-30,36270,MTB
55261F10,"38,165","546,000",2011-09-30,36270,MTB
55261F10,"11,519","164,795",2011-09-30,36270,MTB
57636Q10,"128,450","405,000",2011-09-30,1141391,MA
