cupsid,valuation,shares,filedFor,cik,ticker
94974610,"1,347,470","38,313,040",2007-06-30,105598,WFC
94974610,"98,054","2,788,000",2007-06-30,105598,WFC
94974610,"180,070","5,120,000",2007-06-30,105598,WFC
94974610,"3,938,245","111,977,388",2007-06-30,105598,WFC
94974610,"42,546","1,209,720",2007-06-30,105598,WFC
94974610,"59,789","1,700,000",2007-06-30,105598,WFC
94974610,"10,551","300,000",2007-06-30,105598,WFC
94974610,"703,400","20,000,000",2007-06-30,105598,WFC
94974610,"562,720","16,000,000",2007-06-30,105598,WFC
94974610,"281,360","8,000,000",2007-06-30,105598,WFC
94977310,"335,286","4,200,000",2007-06-30,,
95081710,"2,195,688","5,703,087",2007-06-30,,
95980210,"66,656","3,200,000",2007-06-30,1365135,W3U
02581610,"971,513","17,225,400",2007-03-31,922812,AXP
02581610,"450,897","7,994,634",2007-03-31,922812,AXP
02581610,"6,782,432","120,255,879",2007-03-31,922812,AXP
02581610,"109,591","1,943,100",2007-03-31,922812,AXP
02581610,"78,944","1,399,713",2007-03-31,922812,AXP
02581610,"47,366","839,832",2007-03-31,922812,AXP
02581610,"110,101","1,952,142",2007-03-31,922812,AXP
02971210,"586,544","11,062,700",2007-03-31,836102,
03076C10,"83,172","1,455,580",2007-03-31,820027,A4S
03076C10,"91,363","1,598,926",2007-03-31,820027,A4S
03076C10,"22,206","388,620",2007-03-31,820027,A4S
03076C10,"15,996","279,942",2007-03-31,820027,A4S
03076C10,"9,598","167,966",2007-03-31,820027,A4S
03076C10,"22,309","390,428",2007-03-31,820027,A4S
03522910,"1,794,519","35,563,200",2007-03-31,310569,
09367110,"26,233","1,246,800",2007-03-31,12659,HRB
12189T10,"806,301","10,024,876",2007-03-31,315066,
12189T10,"1,874,051","23,300,400",2007-03-31,315066,
12189T10,"106,337","1,322,100",2007-03-31,315066,
19121610,"19,200","400,000",2007-03-31,21344,KO
19121610,"85,248","1,776,000",2007-03-31,21344,KO
19121610,"345,869","7,205,600",2007-03-31,21344,KO
19121610,"1,926,797","40,141,600",2007-03-31,21344,KO
19121610,"6,717,389","139,945,600",2007-03-31,21344,KO
19121610,"438,682","9,139,200",2007-03-31,21344,KO
19121610,"23,040","480,000",2007-03-31,21344,KO
19121610,"43,776","912,000",2007-03-31,21344,KO
20030N20,"305,640","12,000,000",2007-03-31,22301,
20033410,"12,064","1,206,369",2007-03-31,1179484,
20033410,"3,000","300,028",2007-03-31,1179484,
20033410,170,"17,049",2007-03-31,1179484,
20825C10,"1,226,069","17,938,100",2007-03-31,78214,COP
22160K10,"282,875","5,254,000",2007-03-31,1393231,COST
31996310,"269,000","10,000,000",2007-03-31,4962,
36473010,"194,065","3,447,600",2007-03-31,39899,
36960410,"275,027","7,777,900",2007-03-31,40545,GE
43707610,"153,610","4,181,000",2007-03-31,354950,HD
G4776610,"27,583","636,600",2007-03-31,,
46284610,"236,420","9,047,850",2007-03-31,1020882,
47816010,"260,474","4,322,500",2007-03-31,200406,JNJ
47816010,"1,221,247","20,266,300",2007-03-31,200406,JNJ
47816010,"903,273","14,989,600",2007-03-31,200406,JNJ
47816010,"547,595","9,087,200",2007-03-31,200406,JNJ
54866110,"220,430","7,000,000",2007-03-31,60667,LOW
55261F10,"694,639","5,997,060",2007-03-31,36270,MTB
55261F10,"63,243","546,000",2007-03-31,36270,MTB
55261F10,"19,193","165,700",2007-03-31,36270,MTB
61536910,"2,003,334","32,280,600",2007-03-31,1059556,DUT
61536910,"975,546","15,719,400",2007-03-31,1059556,DUT
65410610,"425,040","4,000,000",2007-03-31,320187,NKE
65584410,"26,661","526,900",2007-03-31,702165,NSC
65584410,"295,297","5,835,900",2007-03-31,702165,NSC
71646E10,"8,536","72,900",2007-03-31,1108329,PC6A
71646E10,"68,626","586,100",2007-03-31,1108329,PC6A
72027910,"10,250","1,483,400",2007-03-31,1017968,
74271810,"3,694,860","58,500,000",2007-03-31,80424,PG
74271810,"1,280,885","20,280,000",2007-03-31,80424,PG
74271810,"394,118","6,240,000",2007-03-31,80424,PG
74271810,"451,878","7,154,500",2007-03-31,80424,PG
74271810,"49,265","780,000",2007-03-31,80424,PG
74271810,"98,530","1,560,000",2007-03-31,80424,PG
74271810,"346,464","5,485,500",2007-03-31,80424,PG
80105N10,"21,255","488,500",2007-03-31,1121404,SNY
80105N10,"7,427","170,700",2007-03-31,1121404,SNY
80105N10,"7,366","169,300",2007-03-31,1121404,SNY
81760N10,"61,529","3,998,000",2007-03-31,1052045,
86791410,"194,696","2,344,600",2007-03-31,750556,
86791410,"71,414","860,000",2007-03-31,750556,
89102710,"5,087","77,551",2007-03-31,320335,GL
89102710,"29,498","449,728",2007-03-31,320335,GL
89102710,"108,676","1,656,900",2007-03-31,320335,GL
89102710,"41,958","639,700",2007-03-31,320335,GL
90212410,"315,500","10,000,000",2007-03-31,833444,
90297330,"815,056","23,307,300",2007-03-31,36104,USB
90329340,"796,930","17,072,192",2007-03-31,757011,
90781810,"1,067,605","10,513,100",2007-03-31,100885,UNP
91131210,"100,187","1,429,200",2007-03-31,809697,UPS
91324P10,"54,104","1,021,400",2007-03-31,731766,UNH
93114210,"891,970","18,998,300",2007-03-31,104169,WMT
93114210,"44,415","946,000",2007-03-31,104169,WMT
93964010,"682,801","894,304",2007-03-31,104889,
93964010,"113,235","148,311",2007-03-31,104889,
93964010,"494,874","648,165",2007-03-31,104889,
93964010,"28,238","36,985",2007-03-31,104889,
94974610,"1,549,898","45,015,920",2007-03-31,105598,WFC
94974610,"70,347","2,043,200",2007-03-31,105598,WFC
94974610,"1,319,118","38,313,040",2007-03-31,105598,WFC
94974610,"95,991","2,788,000",2007-03-31,105598,WFC
94974610,"176,282","5,120,000",2007-03-31,105598,WFC
94974610,"3,159,118","91,754,820",2007-03-31,105598,WFC
94974610,"41,651","1,209,720",2007-03-31,105598,WFC
94974610,"58,531","1,700,000",2007-03-31,105598,WFC
94974610,"10,329","300,000",2007-03-31,105598,WFC
94974610,"688,600","20,000,000",2007-03-31,105598,WFC
94974610,"550,880","16,000,000",2007-03-31,105598,WFC
94974610,"275,440","8,000,000",2007-03-31,105598,WFC
94977310,"79,454","979,700",2007-03-31,,
95081710,"2,623,420","5,703,087",2007-03-31,,
95980210,"216,603","9,868,000",2007-03-31,1365135,W3U
12189T10,"73,234","997,200",2006-09-30,315066,
65584410,"141,920","3,221,800",2006-09-30,702165,NSC
90781810,"277,649","3,155,100",2006-09-30,100885,UNP
12189T10,"1,186,422","16,074,000",2006-12-31,315066,
65584410,"198,882","3,954,700",2006-12-31,702165,NSC
90781810,"755,595","8,211,200",2006-12-31,100885,UNP
02581610,"1,045,065","17,225,400",2006-12-31,922812,AXP
02581610,"485,034","7,994,634",2006-12-31,922812,AXP
02581610,"7,295,924","120,255,879",2006-12-31,922812,AXP
02581610,"117,888","1,943,100",2006-12-31,922812,AXP
02581610,"84,921","1,399,713",2006-12-31,922812,AXP
02581610,"50,953","839,832",2006-12-31,922812,AXP
02581610,"118,436","1,952,142",2006-12-31,922812,AXP
02971210,"507,225","11,062,700",2006-12-31,836102,
03076C10,"187,757","3,445,080",2006-12-31,820027,A4S
03076C10,"87,141","1,598,926",2006-12-31,820027,A4S
03076C10,"108,982","1,999,675",2006-12-31,820027,A4S
03076C10,"21,180","388,620",2006-12-31,820027,A4S
03076C10,"15,257","279,942",2006-12-31,820027,A4S
03076C10,"9,154","167,966",2006-12-31,820027,A4S
03076C10,"21,278","390,428",2006-12-31,820027,A4S
03522910,"1,791,736","36,417,400",2006-12-31,310569,
09367110,"94,773","4,113,400",2006-12-31,12659,HRB
19121610,"19,300","400,000",2006-12-31,21344,KO
19121610,"85,692","1,776,000",2006-12-31,21344,KO
19121610,"347,670","7,205,600",2006-12-31,21344,KO
19121610,"1,936,832","40,141,600",2006-12-31,21344,KO
19121610,"6,752,375","139,945,600",2006-12-31,21344,KO
19121610,"440,966","9,139,200",2006-12-31,21344,KO
19121610,"23,160","480,000",2006-12-31,21344,KO
19121610,"44,004","912,000",2006-12-31,21344,KO
20030N20,"335,040","8,000,000",2006-12-31,22301,
20033410,"11,448","1,206,369",2006-12-31,1179484,
20033410,"2,847","300,028",2006-12-31,1179484,
20033410,162,"17,049",2006-12-31,1179484,
20825C10,"1,290,646","17,938,100",2006-12-31,78214,COP
22160K10,"277,779","5,254,000",2006-12-31,1393231,COST
31996310,"255,200","10,000,000",2006-12-31,4962,
36473010,"208,442","3,447,600",2006-12-31,39899,
36960410,"289,416","7,777,900",2006-12-31,40545,GE
90297330,"683,510","22,134,400",2006-06-30,36104,USB
90297330,"186,264","6,107,000",2006-03-31,36104,USB
90297330,"774,269","23,307,300",2006-09-30,36104,USB
02581610,"966,000","17,225,400",2006-09-30,922812,AXP
02581610,"448,339","7,994,634",2006-09-30,922812,AXP
02581610,"6,743,950","120,255,879",2006-09-30,922812,AXP
02581610,"108,969","1,943,100",2006-09-30,922812,AXP
02581610,"78,496","1,399,713",2006-09-30,922812,AXP
02581610,"47,098","839,832",2006-09-30,922812,AXP
02581610,"109,476","1,952,142",2006-09-30,922812,AXP
02971210,"464,301","11,062,700",2006-09-30,836102,
03076C10,"161,574","3,445,080",2006-09-30,820027,A4S
03076C10,"74,990","1,598,926",2006-09-30,820027,A4S
03076C10,"609,023","12,985,575",2006-09-30,820027,A4S
03076C10,"18,226","388,620",2006-09-30,820027,A4S
03076C10,"13,129","279,942",2006-09-30,820027,A4S
03076C10,"7,878","167,966",2006-09-30,820027,A4S
03076C10,"18,311","390,428",2006-09-30,820027,A4S
03522910,"1,730,191","36,417,400",2006-09-30,310569,
09367110,"238,510","10,971,000",2006-09-30,12659,HRB
19121610,"17,872","400,000",2006-09-30,21344,KO
19121610,"79,352","1,776,000",2006-09-30,21344,KO
19121610,"321,946","7,205,600",2006-09-30,21344,KO
19121610,"1,793,527","40,141,600",2006-09-30,21344,KO
19121610,"6,252,769","139,945,600",2006-09-30,21344,KO
19121610,"408,339","9,139,200",2006-09-30,21344,KO
19121610,"21,446","480,000",2006-09-30,21344,KO
19121610,"40,748","912,000",2006-09-30,21344,KO
20030N20,"408,966","11,110,200",2006-09-30,22301,
20033410,"16,744","1,206,369",2006-09-30,1179484,
20033410,"4,164","300,028",2006-09-30,1179484,
20033410,237,"17,049",2006-09-30,1179484,
20825C10,"1,067,855","17,938,100",2006-09-30,78214,COP
22160K10,"261,019","5,254,000",2006-09-30,1393231,COST
31996310,"228,700","10,000,000",2006-09-30,4962,
36473010,"195,927","3,447,600",2006-09-30,39899,
36960410,"274,560","7,777,900",2006-09-30,40545,GE
43707610,"151,645","4,181,000",2006-09-30,354950,HD
46284610,"259,010","6,031,900",2006-09-30,1020882,
47816010,"280,703","4,322,500",2006-09-30,200406,JNJ
47816010,"1,316,094","20,266,300",2006-09-30,200406,JNJ
54866110,"196,420","7,000,000",2006-09-30,60667,LOW
55261F10,"719,407","5,997,060",2006-09-30,36270,MTB
55261F10,"65,498","546,000",2006-09-30,36270,MTB
55261F10,"19,877","165,700",2006-09-30,36270,MTB
61536910,"2,110,506","32,280,600",2006-09-30,1059556,DUT
61536910,"1,027,734","15,719,400",2006-09-30,1059556,DUT
65410610,"350,480","4,000,000",2006-09-30,320187,NKE
67104A10,"57,674","1,818,800",2006-09-30,874691,
71646E10,"7,848","72,900",2006-09-30,1108329,PC6A
71646E10,"63,094","586,100",2006-09-30,1108329,PC6A
72027910,"24,412","3,290,000",2006-09-30,1017968,
74271810,"3,625,830","58,500,000",2006-09-30,80424,PG
74271810,"1,256,954","20,280,000",2006-09-30,80424,PG
74271810,"386,755","6,240,000",2006-09-30,80424,PG
74271810,"443,436","7,154,500",2006-09-30,80424,PG
74271810,"48,344","780,000",2006-09-30,80424,PG
74271810,"96,689","1,560,000",2006-09-30,80424,PG
74271810,"339,991","5,485,500",2006-09-30,80424,PG
80105N10,"21,724","488,500",2006-09-30,1121404,SNY
81211K10,"36,677","677,700",2006-09-30,88204,SEE
81760N10,"44,818","3,998,000",2006-09-30,1052045,
86791410,"181,190","2,344,600",2006-09-30,750556,
86791410,"66,461","860,000",2006-09-30,750556,
87612E10,"41,200","745,700",2006-09-30,27419,DYH
89102710,"4,894","77,551",2006-09-30,320335,GL
89102710,"28,382","449,728",2006-09-30,320335,GL
89102710,"104,567","1,656,900",2006-09-30,320335,GL
89102710,"40,371","639,700",2006-09-30,320335,GL
90212410,"279,900","10,000,000",2006-09-30,833444,
90329340,"785,615","16,700,992",2006-09-30,757011,
91131210,"102,817","1,429,200",2006-09-30,809697,UPS
93114210,"936,996","18,998,300",2006-09-30,104169,WMT
93114210,"46,657","946,000",2006-09-30,104169,WMT
93964010,"659,102","894,304",2006-09-30,104889,
93964010,"109,305","148,311",2006-09-30,104889,
93964010,"477,698","648,165",2006-09-30,104889,
93964010,"27,258","36,985",2006-09-30,104889,
94974610,"1,441,658","39,846,820",2006-09-30,105598,WFC
94974610,"73,922","2,043,200",2006-09-30,105598,WFC
94974610,"1,187,614","32,825,140",2006-09-30,105598,WFC
94974610,"100,870","2,788,000",2006-09-30,105598,WFC
94974610,"185,242","5,120,000",2006-09-30,105598,WFC
94974610,"2,778,939","76,808,720",2006-09-30,105598,WFC
94974610,"43,768","1,209,720",2006-09-30,105598,WFC
94974610,"61,506","1,700,000",2006-09-30,105598,WFC
94974610,"10,854","300,000",2006-09-30,105598,WFC
94974610,"723,600","20,000,000",2006-09-30,105598,WFC
94974610,"289,440","8,000,000",2006-09-30,105598,WFC
95081710,"2,492,249","5,703,087",2006-09-30,,
95980210,"191,300","10,000,000",2006-09-30,1365135,W3U
87612E10,"$268,785","5,500,000",2006-06-30,27419,DYH
47816010,"259,004","4,322,500",2006-06-30,200406,JNJ
47816010,"1,214,357","20,266,300",2006-06-30,200406,JNJ
47816010,"$116,663","1,970,000",2006-03-31,200406,JNJ
02581610,"916,736","17,225,400",2006-06-30,922812,AXP
02581610,"425,474","7,994,634",2006-06-30,922812,AXP
02581610,"6,400,018","120,255,879",2006-06-30,922812,AXP
02581610,"103,412","1,943,100",2006-06-30,922812,AXP
02581610,"74,493","1,399,713",2006-06-30,922812,AXP
02581610,"44,696","839,832",2006-06-30,922812,AXP
02581610,"103,893","1,952,142",2006-06-30,922812,AXP
02971210,"478,683","11,062,700",2006-06-30,836102,
03076C10,"153,892","3,445,080",2006-06-30,820027,A4S
03076C10,"71,424","1,598,926",2006-06-30,820027,A4S
03076C10,"788,478","17,651,175",2006-06-30,820027,A4S
03076C10,"17,360","388,620",2006-06-30,820027,A4S
03076C10,"12,505","279,942",2006-06-30,820027,A4S
03076C10,"7,503","167,966",2006-06-30,820027,A4S
03076C10,"17,440","390,428",2006-06-30,820027,A4S
03522910,"1,984,444","43,528,052",2006-06-30,310569,
09367110,"271,682","11,386,500",2006-06-30,12659,HRB
19121610,"17,208","400,000",2006-06-30,21344,KO
19121610,"76,404","1,776,000",2006-06-30,21344,KO
19121610,"309,985","7,205,600",2006-06-30,21344,KO
19121610,"1,726,892","40,141,600",2006-06-30,21344,KO
19121610,"6,020,460","139,945,600",2006-06-30,21344,KO
19121610,"393,168","9,139,200",2006-06-30,21344,KO
19121610,"20,650","480,000",2006-06-30,21344,KO
19121610,"39,234","912,000",2006-06-30,21344,KO
20030N20,"364,192","11,110,200",2006-06-30,22301,
20033410,"16,744","1,206,369",2006-06-30,1179484,
20033410,"4,164","300,028",2006-06-30,1179484,
20033410,237,"17,049",2006-06-30,1179484,
20825C10,"1,175,484","17,938,100",2006-06-30,78214,COP
22160K10,"306,161","5,254,000",2006-06-30,1393231,COST
31996310,"450,400","10,000,000",2006-06-30,4962,
36473010,"192,824","3,447,600",2006-06-30,39899,
36960410,"256,360","7,777,900",2006-06-30,40545,GE
43707610,"149,638","4,181,000",2006-06-30,354950,HD
46284610,"187,823","5,024,700",2006-06-30,1020882,
54866110,"23,661","390,000",2006-06-30,60667,LOW
55261F10,"707,173","5,997,060",2006-06-30,36270,MTB
55261F10,"64,384","546,000",2006-06-30,36270,MTB
55261F10,"19,539","165,700",2006-06-30,36270,MTB
61536910,"1,758,001","32,280,600",2006-06-30,1059556,DUT
61536910,"856,079","15,719,400",2006-06-30,1059556,DUT
65410610,"200,443","2,474,600",2006-06-30,320187,NKE
67104A10,"62,930","1,818,800",2006-06-30,874691,
71646E10,"7,871","72,900",2006-06-30,1108329,PC6A
71646E10,"63,281","586,100",2006-06-30,1108329,PC6A
72027910,"22,964","3,290,000",2006-06-30,1017968,
74271810,"3,252,600","58,500,000",2006-06-30,80424,PG
74271810,"1,127,568","20,280,000",2006-06-30,80424,PG
74271810,"346,944","6,240,000",2006-06-30,80424,PG
74271810,"397,790","7,154,500",2006-06-30,80424,PG
74271810,"43,368","780,000",2006-06-30,80424,PG
74271810,"86,736","1,560,000",2006-06-30,80424,PG
74271810,"304,994","5,485,500",2006-06-30,80424,PG
80105N10,"23,790","488,500",2006-06-30,1121404,SNY
81211K10,"35,295","677,700",2006-06-30,88204,SEE
81760N10,"41,299","3,998,000",2006-06-30,1052045,
86791410,"178,799","2,344,600",2006-06-30,750556,
86791410,"65,584","860,000",2006-06-30,750556,
89102710,"4,709","77,551",2006-06-30,320335,GL
89102710,"27,307","449,728",2006-06-30,320335,GL
89102710,"100,607","1,656,900",2006-06-30,320335,GL
89102710,"38,843","639,700",2006-06-30,320335,GL
90212410,"275,000","10,000,000",2006-06-30,833444,
90329340,"474,045","6,500,000",2006-06-30,757011,
91131210,"117,666","1,429,200",2006-06-30,809697,UPS
93114210,"915,148","18,998,300",2006-06-30,104169,WMT
93114210,"45,569","946,000",2006-06-30,104169,WMT
93964010,"697,566","894,304",2006-06-30,104889,
93964010,"115,684","148,311",2006-06-30,104889,
93964010,"505,575","648,165",2006-06-30,104889,
93964010,"28,849","36,985",2006-06-30,104889,
94974610,"1,336,462","19,923,410",2006-06-30,105598,WFC
94974610,"68,529","1,021,600",2006-06-30,105598,WFC
94974610,"1,100,955","16,412,570",2006-06-30,105598,WFC
94974610,"93,510","1,394,000",2006-06-30,105598,WFC
94974610,"171,725","2,560,000",2006-06-30,105598,WFC
94974610,"2,576,164","38,404,360",2006-06-30,105598,WFC
94974610,"40,574","604,860",2006-06-30,105598,WFC
94974610,"57,018","850,000",2006-06-30,105598,WFC
94974610,"10,062","150,000",2006-06-30,105598,WFC
94974610,"670,800","10,000,000",2006-06-30,105598,WFC
94974610,"268,320","4,000,000",2006-06-30,105598,WFC
95081710,"2,172,876","5,703,087",2006-06-30,,
20825C10,"$559,273","9,612,800",2005-12-31,78214,COP
02581610,"905,195","17,225,400",2006-03-31,922812,AXP
02581610,"420,118","7,994,634",2006-03-31,922812,AXP
02581610,"6,319,446","120,255,879",2006-03-31,922812,AXP
02581610,"102,110","1,943,100",2006-03-31,922812,AXP
02581610,"73,555","1,399,713",2006-03-31,922812,AXP
02581610,"44,133","839,832",2006-03-31,922812,AXP
02581610,"102,585","1,952,142",2006-03-31,922812,AXP
02971210,"474,147","11,062,700",2006-03-31,836102,
03076C10,"155,235","3,445,080",2006-03-31,820027,A4S
03076C10,"72,048","1,598,926",2006-03-31,820027,A4S
03076C10,"795,362","17,651,175",2006-03-31,820027,A4S
03076C10,"17,511","388,620",2006-03-31,820027,A4S
03076C10,"12,614","279,942",2006-03-31,820027,A4S
03076C10,"7,569","167,966",2006-03-31,820027,A4S
03076C10,"17,593","390,428",2006-03-31,820027,A4S
03522910,"1,875,644","43,854,200",2006-03-31,310569,
09367110,"347,723","16,061,100",2006-03-31,12659,HRB
19121610,"16,748","400,000",2006-03-31,21344,KO
19121610,"74,361","1,776,000",2006-03-31,21344,KO
19121610,"301,698","7,205,600",2006-03-31,21344,KO
19121610,"1,680,728","40,141,600",2006-03-31,21344,KO
19121610,"5,859,522","139,945,600",2006-03-31,21344,KO
19121610,"382,658","9,139,200",2006-03-31,21344,KO
19121610,"20,098","480,000",2006-03-31,21344,KO
19121610,"38,185","912,000",2006-03-31,21344,KO
20030N20,"290,198","11,110,200",2006-03-31,22301,
20033410,"14,947","1,206,369",2006-03-31,1179484,
20033410,"3,717","300,028",2006-03-31,1179484,
20033410,211,"17,049",2006-03-31,1179484,
20825C10,"1,132,791","17,938,100",2006-03-31,78214,COP
22160K10,"284,557","5,254,000",2006-03-31,1393231,COST
31996310,"468,200","10,000,000",2006-03-31,4962,
36473010,"206,580","3,447,600",2006-03-31,39899,
36476010,"186,800","10,000,000",2006-03-31,39911,GAP
36960410,"270,515","7,777,900",2006-03-31,40545,GE
43707610,"176,856","4,181,000",2006-03-31,354950,HD
46284610,"141,910","3,483,300",2006-03-31,1020882,
52977110,"114,408","2,521,100",2006-03-31,745448,LXKEUR
54866110,"25,132","390,000",2006-03-31,60667,LOW
55261F10,"684,504","5,997,060",2006-03-31,36270,MTB
55261F10,"62,320","546,000",2006-03-31,36270,MTB
55261F10,"18,913","165,700",2006-03-31,36270,MTB
61536910,"2,306,772","32,280,600",2006-03-31,1059556,DUT
61536910,"1,123,308","15,719,400",2006-03-31,1059556,DUT
65410610,"210,588","2,474,600",2006-03-31,320187,NKE
68989910,"80,027","1,818,800",2006-03-31,874691,
71646E10,"7,651","72,900",2006-03-31,1108329,PC6A
71646E10,"61,511","586,100",2006-03-31,1108329,PC6A
72027910,"38,197","3,290,000",2006-03-31,1017968,
74271810,"3,371,355","58,500,000",2006-03-31,80424,PG
74271810,"1,168,736","20,280,000",2006-03-31,80424,PG
74271810,"359,611","6,240,000",2006-03-31,80424,PG
74271810,"412,314","7,154,500",2006-03-31,80424,PG
74271810,"44,951","780,000",2006-03-31,80424,PG
74271810,"89,903","1,560,000",2006-03-31,80424,PG
74271810,"316,129","5,485,500",2006-03-31,80424,PG
81211K10,"42,702","737,900",2006-03-31,88204,SEE
81760N10,"57,523","4,384,400",2006-03-31,1052045,
86791410,"170,593","2,344,600",2006-03-31,750556,
86791410,"62,574","860,000",2006-03-31,750556,
89102710,"4,428","77,551",2006-03-31,320335,GL
89102710,"25,679","449,728",2006-03-31,320335,GL
89102710,"94,609","1,656,900",2006-03-31,320335,GL
89102710,"36,527","639,700",2006-03-31,320335,GL
90212410,"268,800","10,000,000",2006-03-31,833444,
90329340,"617,240","6,500,000",2006-03-31,757011,
91131210,"113,450","1,429,200",2006-03-31,809697,UPS
93114210,"897,480","18,998,300",2006-03-31,104169,WMT
93114210,"44,689","946,000",2006-03-31,104169,WMT
93964010,"694,651","894,304",2006-03-31,104889,
93964010,"115,201","148,311",2006-03-31,104889,
93964010,"503,462","648,165",2006-03-31,104889,
93964010,"28,728","36,985",2006-03-31,104889,
94974610,"1,265,910","19,820,110",2006-03-31,105598,WFC
94974610,"65,250","1,021,600",2006-03-31,105598,WFC
94974610,"970,509","15,195,070",2006-03-31,105598,WFC
94974610,"89,035","1,394,000",2006-03-31,105598,WFC
94974610,"163,503","2,560,000",2006-03-31,105598,WFC
94974610,"2,452,886","38,404,360",2006-03-31,105598,WFC
94974610,"38,632","604,860",2006-03-31,105598,WFC
94974610,"54,289","850,000",2006-03-31,105598,WFC
94974610,"9,581","150,000",2006-03-31,105598,WFC
94974610,"638,700","10,000,000",2006-03-31,105598,WFC
94974610,"164,823","2,580,600",2006-03-31,105598,WFC
95081710,"2,275,532","5,703,087",2006-03-31,,
02581610,"886,419","17,225,400",2005-12-31,922812,AXP
02581610,"411,404","7,994,634",2005-12-31,922812,AXP
02581610,"6,188,368","120,255,879",2005-12-31,922812,AXP
02581610,"99,992","1,943,100",2005-12-31,922812,AXP
02581610,"72,029","1,399,713",2005-12-31,922812,AXP
02581610,"43,218","839,832",2005-12-31,922812,AXP
02581610,"100,457","1,952,142",2005-12-31,922812,AXP
02971210,"419,391","10,497,900",2005-12-31,836102,
03076C10,"141,248","3,445,080",2005-12-31,820027,A4S
03076C10,"65,556","1,598,926",2005-12-31,820027,A4S
03076C10,"986,098","24,051,175",2005-12-31,820027,A4S
03076C10,"15,933","388,620",2005-12-31,820027,A4S
03076C10,"11,478","279,942",2005-12-31,820027,A4S
03076C10,"6,887","167,966",2005-12-31,820027,A4S
03076C10,"16,008","390,428",2005-12-31,820027,A4S
03522910,"1,883,976","43,854,200",2005-12-31,310569,
09367110,"455,110","18,538,100",2005-12-31,12659,HRB
19121610,"16,124","400,000",2005-12-31,21344,KO
19121610,"71,591","1,776,000",2005-12-31,21344,KO
19121610,"290,458","7,205,600",2005-12-31,21344,KO
19121610,"1,618,108","40,141,600",2005-12-31,21344,KO
19121610,"5,641,207","139,945,600",2005-12-31,21344,KO
19121610,"368,401","9,139,200",2005-12-31,21344,KO
19121610,"19,349","480,000",2005-12-31,21344,KO
19121610,"36,763","912,000",2005-12-31,21344,KO
20030N20,"285,421","11,110,200",2005-12-31,22301,
20033410,"21,651","1,202,832",2005-12-31,1179484,
20033410,"5,385","299,148",2005-12-31,1179484,
20033410,306,"16,998",2005-12-31,1179484,
22160K10,"259,915","5,254,000",2005-12-31,1393231,COST
31996310,"430,100","10,000,000",2005-12-31,4962,
36473010,"208,821","3,447,600",2005-12-31,39899,
36476010,"176,400","10,000,000",2005-12-31,39911,GAP
43707610,"202,400","5,000,000",2005-12-31,354950,HD
46284610,"166,718","3,948,800",2005-12-31,1020882,
52977110,"134,490","3,000,000",2005-12-31,745448,LXKEUR
54866110,"25,997","390,000",2005-12-31,60667,LOW
55261F10,"653,979","5,997,060",2005-12-31,36270,MTB
55261F10,"59,541","546,000",2005-12-31,36270,MTB
55261F10,"18,070","165,700",2005-12-31,36270,MTB
61536910,"1,982,674","32,280,600",2005-12-31,1059556,DUT
61536910,"965,486","15,719,400",2005-12-31,1059556,DUT
62475610,"21,511","784,500",2005-12-31,89439,MLI
65410610,"214,771","2,474,600",2005-12-31,320187,NKE
68989910,"75,680","1,818,800",2005-12-31,874691,
71646E10,"5,975","72,900",2005-12-31,1108329,PC6A
71646E10,"48,037","586,100",2005-12-31,1108329,PC6A
72027910,"28,722","3,290,000",2005-12-31,1017968,
74271810,"3,385,980","58,500,000",2005-12-31,80424,PG
74271810,"1,173,806","20,280,000",2005-12-31,80424,PG
74271810,"361,171","6,240,000",2005-12-31,80424,PG
74271810,"414,102","7,154,500",2005-12-31,80424,PG
74271810,"45,146","780,000",2005-12-31,80424,PG
74271810,"90,293","1,560,000",2005-12-31,80424,PG
74271810,"317,501","5,485,500",2005-12-31,80424,PG
81211K10,"53,676","955,600",2005-12-31,88204,SEE
81760N10,"67,059","5,611,600",2005-12-31,1052045,
86791410,"170,593","2,344,600",2005-12-31,750556,
86791410,"62,574","860,000",2005-12-31,750556,
89102710,"4,312","77,551",2005-12-31,320335,GL
89102710,"25,005","449,728",2005-12-31,320335,GL
89102710,"92,124","1,656,900",2005-12-31,320335,GL
89102710,"35,567","639,700",2005-12-31,320335,GL
90212410,"288,600","10,000,000",2005-12-31,833444,
90329340,"422,500","6,500,000",2005-12-31,757011,
93114210,"889,120","18,998,300",2005-12-31,104169,WMT
93114210,"44,273","946,000",2005-12-31,104169,WMT
93964010,"684,143","894,304",2005-12-31,104889,
93964010,"113,458","148,311",2005-12-31,104889,
93964010,"495,846","648,165",2005-12-31,104889,
93964010,"28,294","36,985",2005-12-31,104889,
94974610,"1,034,955","16,472,310",2005-12-31,105598,WFC
94974610,"64,187","1,021,600",2005-12-31,105598,WFC
94974610,"954,706","15,195,070",2005-12-31,105598,WFC
94974610,"87,585","1,394,000",2005-12-31,105598,WFC
94974610,"62,830","1,000,000",2005-12-31,105598,WFC
94974610,"2,412,946","38,404,360",2005-12-31,105598,WFC
94974610,"38,003","604,860",2005-12-31,105598,WFC
94974610,"53,406","850,000",2005-12-31,105598,WFC
94974610,"9,424","150,000",2005-12-31,105598,WFC
94974610,"628,300","10,000,000",2005-12-31,105598,WFC
