31358610,FNMA,FANNIE MAE,Common Stock
33773810,FI,FISERV INC,Common Stock
33793210,FE,FIRSTENERGY CORP,Common Stock
36144810,GATX,GATX CORP,Common Stock
36476010,GAP,GAP INC/THE,Common Stock
36955010,GD,GENERAL DYNAMICS CORP,Common Stock
36960410,GE,GENERAL ELECTRIC,Common Stock
43707610,HD,HOME DEPOT INC,Common Stock
43851610,HON,HONEYWELL INTERNATIONAL INC,Common Stock
45814010,INTC,INTEL CORP,Common Stock
45920010,IBM,INTL BUSINESS MACHINES CORP,Common Stock
47816010,JNJ,JOHNSON & JOHNSON,Common Stock
49326710,KEY,KEYCORP,Common Stock
50533610,LZB,LA-Z-BOY INC,Common Stock
52376810,LEE,LEE ENTERPRISES,Common Stock
52977110,LXKEUR,LEXMARK INTERNATIONAL INC-A,Common Stock
54866110,LOW,LOWE'S COS INC,Common Stock
55261F10,MTB,M & T BANK CORP,Common Stock
56418H10,MAN,MANPOWERGROUP INC,Common Stock
57636Q10,MA,MASTERCARD INC - A,Common Stock
59491820,MSFT 2.75 12/15/99 +A,MICROSOFT CORP,PUBLIC
61536910,DUT,MOODY'S CORP,Common Stock
62475610,MLI,MUELLER INDUSTRIES INC,Common Stock
62937750,NRA,NRG ENERGY INC,Common Stock
64106940,NSRGY,NESTLE SA-SPONS ADR,ADR
65410610,NKE,NIKE INC -CL B,Common Stock
65584410,NSC,NORFOLK SOUTHERN CORP,Common Stock
67622010,ODPEUR,OFFICE DEPOT INC,Common Stock
68191910,OMC,OMNICOM GROUP,Common Stock
69347510,PNC,PNC FINANCIAL SERVICES GROUP,Common Stock
69371810,PCAR,PACCAR INC,Common Stock
71646E10,PC6A,PETROCHINA CO LTD -ADR,ADR
74271810,PG,PROCTER & GAMBLE CO/THE,Common Stock
76075910,RSG,REPUBLIC SERVICES INC,Common Stock
77032310,RHI,ROBERT HALF INC,Common Stock
77829610,ROST,ROSS STORES INC,Common Stock
80105N10,SNY,SANOFI-ADR,ADR
81211K10,SEE,SEALED AIR CORP,Common Stock
81211K20,SEE 2 04/01/18 A,SEALED AIR CORP (NEW),PUBLIC
82028K20,SJR/BEUR,SHAW COMMUNICATIONS INC-B,Common Stock
86816810,SUP,SUPERIOR INDUSTRIES INTL,Common Stock
87612E10,DYH,TARGET CORP,Common Stock
89102710,GL,GLOBE LIFE INC,Common Stock
89417E10,TRV,TRAVELERS COS INC/THE,Common Stock
90297330,USB,US BANCORP,Common Stock
90781810,UNP,UNION PACIFIC CORP,Common Stock
91131210,UPS,UNITED PARCEL SERVICE-CL B,Common Stock
91324P10,UNH,UNITEDHEALTH GROUP INC,Common Stock
92345Y10,VRSK,VERISK ANALYTICS INC,Common Stock
92553P20,VIAB,VIACOM INC-CLASS B,Common Stock
92826C83,V,VISA INC-CLASS A SHARES,Common Stock
92927K10,WBC1EUR,WABCO HOLDINGS INC,Common Stock
93005910,WDR,WADDELL & REED FINANCIAL-A,Common Stock
93114210,WMT,WALMART INC,Common Stock
94974610,WFC,WELLS FARGO & CO,Common Stock
95980210,W3U,WESTERN UNION CO,Common Stock
00036020,AAON,AAON INC,Common Stock
00036110,AIR,AAR CORP,Common Stock
00095710,ABM,ABM INDUSTRIES INC,Common Stock
00105510,AFL,AFLAC INC,Common Stock
00108410,AGCO,AGCO CORP,Common Stock
00130H10,AES,AES CORP,Common Stock
00154710,AKS1EUR,AK STEEL HOLDING CORP,Common Stock
00198410,AMFC,AMB FINANCIAL CORP,Common Stock
00253530,AANUSD,AARON'S INC,Common Stock
00289620,ANF,ABERCROMBIE & FITCH CO-CL A,Common Stock
00365410,ABMDEUR,ABIOMED INC,Common Stock
00383010,AXO,ABRAXAS PETROLEUM CORP,Common Stock
00423910,AKR,ACADIA REALTY TRUST,REIT
00444610,ACETEUR,ACETO CORP,Common Stock
00461620,ACMTA,ACMAT CORP -CL A,Common Stock
00481610,ACU,ACME UNITED CORP,Common Stock
00635130,AEUSD,ADAMS RESOURCES & ENERGY INC,Common Stock
00674330,AEYGQ,ADDVANTAGE TECHNOLOGIES GRP,Common Stock
00724F10,ADBE,ADOBE INC,Common Stock
00738A10,ADTNEUR,ADTRAN INC,Common Stock
00752110,ADTC,ADVANCED DEPOSITION TECH INC,Common Stock
00760J10,AEHR,AEHR TEST SYSTEMS,Common Stock
00790310,AMD,ADVANCED MICRO DEVICES,Common Stock
00797310,AEIS,ADVANCED ENERGY INDUSTRIES,Common Stock
00825210,AMG,AFFILIATED MANAGERS GROUP,Common Stock
00847410,AEM,AGNICO EAGLE MINES LTD,Common Stock
00849210,ADC,AGREE REALTY CORP,REIT
00915810,APD,AIR PRODUCTS & CHEMICALS INC,Common Stock
00972810,AKRXEUR,AKORN INC,Common Stock
01019610,AKSY,AKSYS LTD,Common Stock
01019820,ELUXY,ELECTROLUX AB -SPONS ADR B,ADR
01131110,ALG,ALAMO GROUP INC,Common Stock
01165910,ALK,ALASKA AIR GROUP INC,Common Stock
01234810,AIN,ALBANY INTL CORP-CL A,Common Stock
01265310,ALB,ALBEMARLE CORP,Common Stock
01475210,ALX,ALEXANDER'S INC,REIT
01527110,ARE,ALEXANDRIA REAL ESTATE EQUIT,REIT
01535110,ALXN,ALEXION PHARMACEUTICALS INC,Common Stock
01623010,ALCO,ALICO INC,Common Stock
01717510,YUSD,ALLEGHANY CORP,Common Stock
02000210,ALS,ALLSTATE CORP,Common Stock
02078110,AHAG,ALPHA TECHNOLOGIES GROUP INC,Common Stock
02313510,AMZN,AMAZON.COM INC,Common Stock
02358610,UHAL,U-HAUL HOLDING CO,Common Stock
02360810,AEE,AMEREN CORPORATION,Common Stock
02406110,AXL,AMERICAN AXLE & MFG HOLDINGS,Common Stock
02460010,ABMC,AMERICAN BIO MEDICA CORP,Common Stock
02553710,AEP,AMERICAN ELECTRIC POWER,Common Stock
02581610,AXP,AMERICAN EXPRESS CO,Common Stock
02593210,AFG,AMERICAN FINANCIAL GROUP INC,Common Stock
02635110,575258Q,AMERICAN GENERAL CORP,Common Stock
02859110,ANATUSD,AMERICAN NATIONAL INSURANCE,Common Stock
02959510,AMS,AMERICAN SHARED HOSPITAL SER,Common Stock
02968310,AMSWAUSD,AMERICAN SOFTWARE INC-CL A,Common Stock
02989910,AWR,AMERICAN STATES WATER CO,Common Stock
03037110,AVD,AMERICAN VANGUARD CORP,Common Stock
03050610,AMWD,AMERICAN WOODMARK CORP,Common Stock
03110010,AME,AMETEK INC,Common Stock
03153510,AMTA,AMISTAR CORP,Common Stock
03203710,AP,AMPCO-PITTSBURGH CORP,Common Stock
03209510,APH,AMPHENOL CORP-CL A,Common Stock
03215910,AXR,AMREP CORP,Common Stock
03251110,APC,ANADARKO PETROLEUM CORP,Common Stock
03265410,ADI,ANALOG DEVICES INC,Common Stock
03416410,ANDE,ANDERSONS INC/THE,Common Stock
03439310,ANDR,ANDREA ELECTRONICS CORP,Common Stock
03512820,AU3EUR,ANGLOGOLD ASHANTI-SPON ADR,ADR
03525510,ANIK,ANIKA THERAPEUTICS INC,Common Stock
03529010,AXE3EUR,ANIXTER INTERNATIONAL INC,Common Stock
03571040,NLY,ANNALY CAPITAL MANAGEMENT IN,REIT
03662Q10,ANSS,ANSYS INC,Common Stock
03734710,ANH,ANWORTH MORTGAGE ASSET CORP,REIT
03759810,APOG,APOGEE ENTERPRISES INC,Common Stock
03783310,AAPL,APPLE INC,Common Stock
03820C10,AIT,APPLIED INDUSTRIAL TECH INC,Common Stock
03822210,AMAT,APPLIED MATERIALS INC,Common Stock
03833610,ATR,APTARGROUP INC,Common Stock
03948310,ADM,ARCHER-DANIELS-MIDLAND CO,Common Stock
04071210,ARKR,ARK RESTAURANTS CORP,Common Stock
04269E10,ARQLUSD,ARQULE INC,Common Stock
04273510,ARW,ARROW ELECTRONICS INC,Common Stock
04274410,AROW,ARROW FINANCIAL CORP,Common Stock
04311320,ARTNA,ARTESIAN RESOURCES CORP-CL A,Common Stock
04314Q10,ALIF,ARTIFICIAL LIFE INC,Common Stock
04316810,ARTW,ART'S-WAY MANUFACTURING CO,Common Stock
04532710,AZPNUSD,ASPEN TECHNOLOGY INC,Common Stock
04548710,ASB,ASSOCIATED BANC-CORP,Common Stock
04622410,ASTE,ASTEC INDUSTRIES INC,Common Stock
04638F10,ALOT,ASTRONOVA INC,Common Stock
04643310,ATRO,ASTRONICS CORP,Common Stock
04820910,AAME,ATLANTIC AMERICAN CORP,Common Stock
04915610,ATPL,ATLANTIS PLASTICS INC-CL A,Common Stock
04956010,ATO,ATMOS ENERGY CORP,Common Stock
04990410,ATRIUSD,ATRION CORPORATION,Common Stock
05047310,AUBN,AUBURN NATL BANCORPORATION,Common Stock
05276910,ADSK,AUTODESK INC,Common Stock
05280010,ALV,AUTOLIV INC,Common Stock
05333210,AZO,AUTOZONE INC,Common Stock
05343P10,AWX,AVALON HOLDINGS CORP-A,Common Stock
05349530,AVXT,AVAX TECHNOLOGIES INC,Common Stock
05361110,AVY,AVERY DENNISON CORP,Common Stock
05379B10,AVA,AVISTA CORP,Common Stock
05380710,AVT,AVNET INC,Common Stock
05430310,AVPUSD,AVON PRODUCTS INC,Common Stock
05453610,AXAHY,AXA -SPONS ADR,ADR
05453N10,AWRE,AWARE INC/MASS,Common Stock
05493710,TFC,TRUIST FINANCIAL CORP,Common Stock
05561Q20,BOKF,BOK FINANCIAL CORPORATION,Common Stock
05562210,BP,BP PLC-SPONS ADR,ADR
05564530,BRT,BRT APARTMENTS CORP,REIT
05593610,BCN,BNCCORP,Common Stock
05652510,BMI,BADGER METER INC,Common Stock
05766520,BCPC,BALCHEM CORP,Common Stock
05849810,BALL,BALL CORP,Common Stock
05945F10,BANF,BANCFIRST CORP,Common Stock
06367110,BMO,BANK OF MONTREAL,Common Stock
06506610,BKSC,BANK OF SOUTH CAROLINA CORP,Common Stock
06684910,BHB,BAR HARBOR BANKSHARES,Common Stock
06738310,BCRUSD,CR BARD INC,Common Stock
06780610,BUSD,BARNES GROUP INC,Common Stock
06790110,GOLD,BARRICK GOLD CORP,Common Stock
06822110,BRN,BARNWELL INDUSTRIES INC,Common Stock
06846310,BBSI,BARRETT BUSINESS SVCS INC,Common Stock
07020310,BSET,BASSETT FURNITURE INDS,Common Stock
07181310,BAX,BAXTER INTERNATIONAL INC,Common Stock
07332010,BSIA,BE SEMICONDUCTOR INDS-NY SHS,NY Reg Shrs
07588710,BDX,BECTON DICKINSON AND CO,Common Stock
07589610,BBY,BED BATH & BEYOND INC,Common Stock
07734720,BELFA,BEL FUSE INC-CL A,Common Stock
07734730,BELFB,BEL FUSE INC-CL B,Common Stock
08442310,WRB,WR BERKLEY CORP,Common Stock
08467010,BRK/A,BERKSHIRE HATHAWAY INC-CL A,Common Stock
08651610,BBY,BEST BUY CO INC,Common Stock
09057210,BIO/B,BIO-RAD LABORATORIES -CL B,Common Stock
09057220,BUWA,BIO-RAD LABORATORIES-A,Common Stock
09058M10,NOTV,INOTIV INC,Common Stock
09058V10,BCRX,BIOCRYST PHARMACEUTICALS INC,Common Stock
09061H30,BMRA,BIOMERICA INC,Common Stock
09066L10,LCTX,LINEAGE CELL THERAPEUTICS IN,Common Stock
09093110,BSTC,BIOSPECIFICS TECHNOLOGIES LL,Common Stock
09211310,BKH,BLACK HILLS CORP,Common Stock
09367110,HRB,H&R BLOCK INC,Common Stock
09369810,BDRL,BLONDER TONGUE LABORATORIES,Common Stock
09676110,BOBEUSD,BOB EVANS FARMS,Common Stock
09702310,BA,BOEING CO/THE,Common Stock
09776J10,BONTQ,BON-TON STORES INC/THE,Common Stock
09972410,BWA,BORGWARNER INC,Common Stock
10055710,SAM,BOSTON BEER COMPANY INC-A,Common Stock
10111910,BPFH,BOSTON PRIVATE FINL HOLDING,Common Stock
10112110,BXP,BXP INC,REIT
10113710,BSX,BOSTON SCIENTIFIC CORP,Common Stock
10138810,EPAYEUR,BOTTOMLINE TECHNOLOGIES (DE),Common Stock
10330410,BYD,BOYD GAMING CORP,Common Stock
10467410,BRC,BRADY CORPORATION - CL A,Common Stock
10536820,BDN,BRANDYWINE REALTY TRUST,REIT
10876310,BRID,BRIDGFORD FOODS CORP,Common Stock
10904310,BGGUSD,BRIGGS & STRATTON,Common Stock
10947N10,BTSR,BRIGHTSTAR INFORMATION TECH,Common Stock
10964110,EAT,BRINKER INTERNATIONAL INC,Common Stock
11012210,BMY,BRISTOL-MYERS SQUIBB CO,Common Stock
11044810,BMTA,BRITISH AMERICAN TOB-SP ADR,ADR
11144410,BYFC,BROADWAY FINANCIAL CORP/DE,Common Stock
11563710,BF/A,BROWN-FORMAN CORP-CLASS A,Common Stock
11563720,BF/B,BROWN-FORMAN CORP-CLASS B,Common Stock
11704310,BC,BRUNSWICK CORP,Common Stock
11766510,BMTCUSD,BRYN MAWR BANK CORP,Common Stock
11844010,BKE,BUCKLE INC/THE,Common Stock
12466Q10,CFFI,C & F FINANCIAL CORP,Common Stock
12486710,CAWW,CCA INDUSTRIES INC,Common Stock
12514110,CECO,CECO ENVIRONMENTAL CORP,Common Stock
12589610,CMS,CMS ENERGY CORP,Common Stock
12611710,CNA,CNA FINANCIAL CORP,Common Stock
12612810,CCNE,CNB FINANCIAL CORP/PA,Common Stock
12634910,CSGS,CSG SYSTEMS INTL INC,Common Stock
12638910,CSPI,CSP INC,Common Stock
12640810,CSX,CSX CORP,Common Stock
12650110,CTS,CTS CORP,Common Stock
12660010,CVBF,CVB FINANCIAL CORP,Common Stock
12660F10,CNVT,CVF TECHNOLOGIES CORP,Common Stock
12665010,CVS,CVS HEALTH CORP,Common Stock
12686C10,CVCEUR,CABLEVISION SYSTEMS-NY GRP-A,Common Stock
12705510,CBT,CABOT CORP,Common Stock
12709710,CTRA,COTERRA ENERGY INC,Common Stock
12715030,CACH,CACHE INC,Common Stock
12719030,CA8A,CACI INTERNATIONAL INC -CL A,Common Stock
12738710,CDNS,CADENCE DESIGN SYS INC,Common Stock
12803020,CALM,CAL-MAINE FOODS INC,Common Stock
13078810,CWT,CALIFORNIA WATER SERVICE GRP,Common Stock
13119310,MODG,TOPGOLF CALLAWAY BRANDS CORP,Common Stock
13123X10,CPE3EUR,CALLON PETROLEUM CO,Common Stock
13125510,CLWY,CALLOWAY'S NURSERY INC,Common Stock
13201110,CBM,CAMBREX CORP,Common Stock
13303410,CAC,CAMDEN NATIONAL CORP,Common Stock
13313110,CPT,CAMDEN PROPERTY TRUST,REIT
13321L10,CCO,CAMECO CORP,Common Stock
13442910,CPB,THE CAMPBELL'S COMPANY,Common Stock
13606910,CM,CAN IMPERIAL BK OF COMMERCE,Common Stock
13637510,CNR,CANADIAN NATL RAILWAY CO,Common Stock
13741M10,CNDL,CANDLEWOOD HOTEL CO INC,Common Stock
13800630,CAJPY,CANON INC-SPONS ADR,ADR
13809810,CMD,CANTEL MEDICAL CORP,Common Stock
13811E10,CPHC,CANTERBURY PARK HOLDING CORP,Common Stock
13967410,CCBG,CAPITAL CITY BANK GROUP INC,Common Stock
14040H10,COF,CAPITAL ONE FINANCIAL CORP,Common Stock
14043010,CPTP,CAPITAL PROPERTIES INC-CL A,Common Stock
14047510,CSUUSD,CAPITAL SENIOR LIVING CORP,Common Stock
14078110,CRREUR,CARBO CERAMICS INC,Common Stock
14166510,CE1,PERDOCEO EDUCATION CORP,Common Stock
14233910,CSL,CARLISLE COS INC,Common Stock
14390510,CSV,CARRIAGE SERVICES INC,Common Stock
14428510,CRS,CARPENTER TECHNOLOGY,Common Stock
14457710,CRZOEUR,CARRIZO OIL & GAS INC,Common Stock
14727210,0777183D,CASCADE FINANCIAL CORP,Common Stock
14744810,CWST,CASELLA WASTE SYSTEMS INC-A,Common Stock
14752810,CASY,CASEY'S GENERAL STORES INC,Common Stock
14912310,CAT,CATERPILLAR INC,Common Stock
14915010,CATY,CATHAY GENERAL BANCORP,Common Stock
14920510,CO2A,CATO CORP-CLASS A,Common Stock
15083810,CGIP,CELADON GROUP INC,Common Stock
15100P10,CLTY,CELERITY SOLUTIONS INC,Common Stock
15101Q10,CLS,CELESTICA INC,Common Stock
15102010,CELG,CELGENE CORP,Common Stock
15352710,CENT,CENTRAL GARDEN & PET CO,Common Stock
15643110,CENX,CENTURY ALUMINUM COMPANY,Common Stock
15643210,CNBKA,CENTURY BANCORP INC -CL A,Common Stock
15649210,CNT,CENTURY CASINOS INC,Common Stock
15678210,CERNCHF,CERNER CORP,Common Stock
15708510,CERS,CERUS CORP,Common Stock
16150R10,CCFEUR,CHASE CORP,Common Stock
16307210,CAKE,CHEESECAKE FACTORY INC/THE,Common Stock
16373110,CHFCUSD,TCF FINANCIAL CORP,Common Stock
16490310,CNBA,CHESTER BANCORP INC,Common Stock
16516710,CHKEUR,CHESAPEAKE ENERGY CORP,Common Stock
16530310,CPK,CHESAPEAKE UTILITIES CORP,Common Stock
16808810,CVR,CHICAGO RIVET & MACHINE CO,Common Stock
16861510,CHS1USD,CHICO'S FAS INC,Common Stock
16890510,PLCE,CHILDREN'S PLACE INC/THE,Common Stock
16937R10,CIA,CHINA EASTERN AIRLINES-ADS,ADR
16940910,ZNHUSD,CHINA SOUTHERN AIR-SPONS ADR,ADR
16990510,CHH,CHOICE HOTELS INTL INC,Common Stock
17134010,CHD,CHURCH & DWIGHT CO INC,Common Stock
17148410,CHR,CHURCHILL DOWNS INC,Common Stock
17206210,CINF,CINCINNATI FINANCIAL CORP,Common Stock
17275510,CRUS,CIRRUS LOGIC INC,Common Stock
17474010,CIA,CITIZENS INC,Common Stock
17737610,CTXSEUR,CITRIX SYSTEMS INC,Common Stock
17783510,CHCO,CITY HOLDING CO,Common Stock
18449610,CLH,CLEAN HARBORS INC,Common Stock
18905410,CLX,CLOROX COMPANY,Common Stock
19109810,COKE,COCA-COLA CONSOLIDATED INC,Common Stock
19121610,KO,COCA-COLA CO/THE,Common Stock
19124110,KOF,COCA-COLA FEMSA SAB-SP ADR,ADR
19242210,CGNX,COGNEX CORP,Common Stock
19244610,CTSH,COGNIZANT TECH SOLUTIONS-A,Common Stock
19247910,COHREUR,COHERENT INC,Common Stock
19257610,COHU,COHU INC,Common Stock
19416210,CL,COLGATE-PALMOLIVE CO,Common Stock
19723610,COLB,COLUMBIA BANKING SYSTEM INC,Common Stock
19851610,COLM,COLUMBIA SPORTSWEAR CO,Common Stock
19933310,CMCO,COLUMBUS MCKINNON CORP/NY,Common Stock
19990810,FIX,COMFORT SYSTEMS USA INC,Common Stock
20034010,CMA,COMERICA INC,Common Stock
20052510,CBSH,COMMERCE BANCSHARES INC,Common Stock
20172310,CMC,COMMERCIAL METALS CO,Common Stock
20221710,CNAF,COMMERCIAL NATL FINL CORP/PA,Common Stock
20360710,CBU,COMMUNITY FINANCIAL SYSTEM I,Common Stock
20414910,CTBI,COMMUNITY TRUST BANCORP INC,Common Stock
20440W10,SID,CIA SIDERURGICA NACL-SP ADR,ADR
20442910,CCU,CIA CERVECERIAS UNI-SPON ADR,ADR
20444810,BVN,CIA DE MINAS BUENAVENTUR-ADR,ADR
20547710,CTGUSD,COMPUTER TASK GROUP INC,Common Stock
20563P10,CIX,COMPX INTERNATIONAL INC,Common Stock
20582620,CMTL,COMTECH TELECOMMUNICATIONS,Common Stock
20588710,CAG,CONAGRA BRANDS INC,Common Stock
20741010,CNMD,CONMED CORP,Common Stock
20779710,CTWSEUR,CONNECTICUT WATER SVC INC,Common Stock
20830510,CNRD,CONRAD INDUSTRIES INC,Common Stock
20911510,ED,CONSOLIDATED EDISON INC,Common Stock
21022610,CTOUSD,CONS TOMOKA LAND CO-FLORIDA,Common Stock
21050210,CPSS,CONSUMER PORTFOLIO SERVICES,Common Stock
21664840,COO,COOPER COS INC/THE,Common Stock
21683110,CTB,COOPER TIRE & RUBBER,Common Stock
21720410,CPRT,COPART INC,Common Stock
21868310,CMT,CORE MOLDING TECHNOLOGIES IN,Common Stock
21935010,GLW,CORNING INC,Common Stock
22002T10,CDP,COPT DEFENSE PROPERTIES,REIT
22100610,CRVL,CORVEL CORP,Common Stock
22163N10,BCBEUR,PRIMO WATER CORP,Common Stock
22284P10,CVLG,COVENANT LOGISTICS GROUP INC,Common Stock
22439910,CR1USD,CRANE CO,Common Stock
22463310,CRD/B,CRAWFORD & CO  -CL B,Common Stock
22463320,CRD/A,CRAWFORD & COMPANY -CL A,Common Stock
22523310,CRZY,CRAZY WOMAN CREEK BANCORP,Common Stock
22531010,CACC,CREDIT ACCEPTANCE CORP,Common Stock
22544710,WOLF,WOLFSPEED INC,Common Stock
22640610,CD8,CRESUD S.A.-SPONS ADR,ADR
22830910,CRWS,CROWN CRAFTS INC,Common Stock
22889510,CCEL,CRYO-CELL INTL INC,Common Stock
22890310,AORT,ARTIVION INC,Common Stock
22966910,CUBUSD,CUBIC CORP,Common Stock
22989910,CFR,CULLEN/FROST BANKERS INC,Common Stock
23021510,CULP,CULP INC,Common Stock
23102110,CMI,CUMMINS INC,Common Stock
23156110,CW,CURTISS-WRIGHT CORP,Common Stock
23251710,CYBE1EUR,CYBEROPTICS CORP,Common Stock
23280610,CYEUR,CYPRESS SEMICONDUCTOR CORP,Common Stock
23331A10,DHI,DR HORTON INC,Common Stock
23332B10,DSPGEUR,DSP GROUP INC,Common Stock
23333110,DTE,DTE ENERGY COMPANY,Common Stock
23391210,DJCO,DAILY JOURNAL CORP,Common Stock
23426410,DAKT,DAKTRONICS INC,Common Stock
23585110,DHR,DANAHER CORP,Common Stock
23719410,DRI,DARDEN RESTAURANTS INC,Common Stock
23726610,DAR,DARLING INGREDIENTS INC,Common Stock
23754510,DASTY,DASSAULT SYSTEMES S-SPON ADR,ADR
23769010,DAIO,DATA I/O CORP,Common Stock
23946710,DXR,DAXOR CORP,Common Stock
24353710,DECK,DECKERS OUTDOOR CORP,Common Stock
24419910,DE,DEERE & CO,Common Stock
24791620,DNREUR,DENBURY INC-PRE BANKRUPTCY,Common Stock
24801910,DLX,DELUXE CORP,Common Stock
24990610,DSG,DESCARTES SYSTEMS GRP/THE,Common Stock
25063910,DSWL,DESWELL INDUSTRIES INC,Common Stock
25156610,DTEGY,DEUTSCHE TELEKOM AG-SPON ADR,ADR
25243Q20,DGED,DIAGEO PLC-SPONSORED ADR,ADR
25271C10,DOEUR,DIAMOND OFFSHORE DRILLING,Common Stock
